path,schema_id,category,study,dataset_inferred,rows,columns,header,bytes,sha256
data/raw_results/edge_orient_vldb/imdb/edgeorientdelta_laplaceattack_increase_scale_n10000_eps0p5_1p0_2p0_p0p05_0p10_0p20_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,IMDB,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,17593,20f52487429b21fa0af9581ed87b353203fe4d91412fd8659f2a26afeb251496
data/raw_results/edge_orient_vldb/imdb/edgeorientdelta_laplaceattack_increase_scale_n10000_eps0p5_1p0_2p0_p0p125_0p075_0p175_prob1p0_val1.csv,schema_06,raw_result_csv,edge_orient_vldb,IMDB,45,40,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|laplace_attack_direction|laplace_attack_mode|malicious_ratio|poison_prob|malicious_selector|attack_value|malicious_nodes|laplace_attack_candidates|laplace_attack_reports|laplace_noise_scale|laplace_total_offset|laplace_abs_total_offset|malicious_local_pre_laplace_sum|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,17613,a18d0ca931464115f5bf2ef566285019f838241c1d88d5d33fe0095466cadbea
data/raw_results/edge_orient_vldb/results_edgeorient_rr_strict/gplus_edgeorient_rr_clean.csv,schema_07,raw_result_csv,edge_orient_vldb,Gplus,15,37,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|rr_attack_direction|malicious_ratio|poison_prob|malicious_selector|malicious_nodes|rr_attack_candidates|rr_attack_reports|rr_attack_set_to_one|rr_attack_set_to_zero|count_laplace_noise_scale|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,5095,c38b06f49e978cdba5d61ef791fe7b9e018352d7e44fdc16db36af06903cca61
data/raw_results/edge_orient_vldb/results_edgeorient_rr_strict/gplus_edgeorient_rr_decrease.csv,schema_07,raw_result_csv,edge_orient_vldb,Gplus,120,37,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|rr_attack_direction|malicious_ratio|poison_prob|malicious_selector|malicious_nodes|rr_attack_candidates|rr_attack_reports|rr_attack_set_to_one|rr_attack_set_to_zero|count_laplace_noise_scale|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,40549,46f68ceadb698060eb6ce9f2dea020a7b8f5dd05dfdce76bd25dba1390504aad
data/raw_results/edge_orient_vldb/results_edgeorient_rr_strict/gplus_edgeorient_rr_increase.csv,schema_07,raw_result_csv,edge_orient_vldb,Gplus,120,37,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|rr_attack_direction|malicious_ratio|poison_prob|malicious_selector|malicious_nodes|rr_attack_candidates|rr_attack_reports|rr_attack_set_to_one|rr_attack_set_to_zero|count_laplace_noise_scale|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,40557,4dede33eec5988f72e07fc54deb6152804b08e7a27876443e568b8aba55ed9a6
data/raw_results/edge_orient_vldb/results_edgeorient_rr_strict/imdb_edgeorient_rr_clean.csv,schema_07,raw_result_csv,edge_orient_vldb,IMDB,15,37,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|rr_attack_direction|malicious_ratio|poison_prob|malicious_selector|malicious_nodes|rr_attack_candidates|rr_attack_reports|rr_attack_set_to_one|rr_attack_set_to_zero|count_laplace_noise_scale|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,4956,f6a12fa6d9d986fbf778059e73487564e1d8f3692c0bfab25e33639462c67b06
data/raw_results/edge_orient_vldb/results_edgeorient_rr_strict/imdb_edgeorient_rr_decrease.csv,schema_07,raw_result_csv,edge_orient_vldb,IMDB,120,37,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|rr_attack_direction|malicious_ratio|poison_prob|malicious_selector|malicious_nodes|rr_attack_candidates|rr_attack_reports|rr_attack_set_to_one|rr_attack_set_to_zero|count_laplace_noise_scale|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,39615,08904f226eb5c01a93e810074dcff0333ef9bdd716fc214470b63d04bc66f428
data/raw_results/edge_orient_vldb/results_edgeorient_rr_strict/imdb_edgeorient_rr_increase.csv,schema_07,raw_result_csv,edge_orient_vldb,IMDB,120,37,edge_file|n_header|n_used|m_used|exact_triangles|load_seconds|exact_seconds|epsilon|psi|workers|runs|run|noise|seed|rr_attack_direction|malicious_ratio|poison_prob|malicious_selector|malicious_nodes|rr_attack_candidates|rr_attack_reports|rr_attack_set_to_one|rr_attack_set_to_zero|count_laplace_noise_scale|estimate|abs_error|relative_error|max_noisy_out_degree|kcore_rounds_cap|kcore_rounds_run|kcore_max_threshold|levels_per_group|kcore_seconds|rr_seconds|maxout_seconds|count_seconds|total_seconds,39610,12a24f4b901a0aaa5c86b965931dba2de798124c9ccb81d4ec65914b75dda98b
data/raw_results/genshuffle_dp/results_ccs25_shuffle/summary.csv,schema_08,raw_result_csv,genshuffle_dp,,660,29,dataset|node_num|eps|eps_edge|eps_star|budget_mode|q|m|run|seed|attack_type|malicious_ratio|malicious_count|attack_strength|edge_count_before_attack|edge_count_after_attack|dmax_after_attack|added_edges|removed_edges|rr_forced_reports|selected_pair_count|clean_triangles|true_triangles_after_attack|estimate_triangle|raw_counted_three_times|rel_error_clean|signed_rel_clean|rel_error_attack_true|time_sec,168152,732a719b642e02b950b4bcaa254104c7fe8a87b10653d01562b230bb09cee7bf
data/raw_results/genshuffle_dp/results_ccs25_shuffle_rr_fixed/summary_rr_fixed.csv,schema_08,raw_result_csv,genshuffle_dp,,340,29,dataset|node_num|eps|eps_edge|eps_star|budget_mode|q|m|run|seed|attack_type|malicious_ratio|malicious_count|attack_strength|edge_count_before_attack|edge_count_after_attack|dmax_after_attack|added_edges|removed_edges|rr_forced_reports|selected_pair_count|clean_triangles|true_triangles_after_attack|estimate_triangle|raw_counted_three_times|rel_error_clean|signed_rel_clean|rel_error_attack_true|time_sec,85190,c25b53cba5363a48c7a52556853dad9988033adcbdedbaa93d4298f7f9dc31aa
data/raw_results/ldp/gplus/clean_baseline/res_n10000_alg2_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,ba43263b1658d72aac8ba26d9e206902abaedf4264ad36574d6f442c3dbe31db
data/raw_results/ldp/gplus/clean_baseline/res_n10000_alg2_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,d5341ae40b48e2b3c60a933e31b014ca6aabf2f546c552cfee1e071f0fb7b19b
data/raw_results/ldp/gplus/clean_baseline/res_n10000_alg3_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,0a1f8c1aea893ecf7387d976f2f5de20797bfa052d9114843fc05f1d8c5dfdf5
data/raw_results/ldp/gplus/clean_baseline/res_n10000_alg3_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,0ef427d2d60e87944ce960a80fce974deb0685ecce604d79d57e74125a6f3fb5
data/raw_results/ldp/gplus/clean_baseline/res_n10000_alg4_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,2ff1c0d25fc8c815bd9c75a1283a67eedd4d7385f50748171406066689793ed6
data/raw_results/ldp/gplus/clean_baseline/res_n10000_alg4_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,f1c68fa4d799bd595df02c0bd87365324722d3256dab968cca9107bc36a4a768
data/raw_results/ldp/gplus/original_decrease/10pctres_n10000_alg2_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,c7a74f9bab2d5376e07364d6a1bec6b1ad837f5b9bc8e9390e6a24e4c73e9592
data/raw_results/ldp/gplus/original_decrease/10pctres_n10000_alg2_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,028895a48a9047c7cb3f815b3e1eccede4c7103ab73256a5527c48f52176da69
data/raw_results/ldp/gplus/original_decrease/10pctres_n10000_alg3_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,fb90b214198da1e9b3d8eb1aaf730a5894fe4b55c91f4faa9419b0888731c12e
data/raw_results/ldp/gplus/original_decrease/10pctres_n10000_alg3_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,528bc31d5423bd413b39861178a79f86ec04e8c9d9a2758998b923fe7544a54a
data/raw_results/ldp/gplus/original_decrease/10pctres_n10000_alg4_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,bf98b953ab43535ec31fa29983eeba43bd834af63ec1c8437db19479339bd438
data/raw_results/ldp/gplus/original_decrease/10pctres_n10000_alg4_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,b6cf01c71bd275b7d8cf477ab6a00374194fb936b1b6468741769ca5c91376d9
data/raw_results/ldp/gplus/original_decrease/20pctres_n10000_alg2_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3280,cf131cb5145d8ef4188c097012f414b183034252814ba0ff3073140bfdcbd0b2
data/raw_results/ldp/gplus/original_decrease/20pctres_n10000_alg2_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3246,418ab1342235325c2f9571ec806cc0e4f5275032ccbeee7573013ae294fe8171
data/raw_results/ldp/gplus/original_decrease/20pctres_n10000_alg3_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3280,a276eba97ce3752d4b0b0a7445717352b9a8be14b389d10eb5dad8825d35d714
data/raw_results/ldp/gplus/original_decrease/20pctres_n10000_alg3_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3246,6cb546a3179f2f3026eb93affd2d4cb611b6e338e51fa70295637bd44c16d720
data/raw_results/ldp/gplus/original_decrease/20pctres_n10000_alg4_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3280,6542dcf4b19c86f708901f17764cccb5b839e5ff26c19206f9e2a2ff2e908174
data/raw_results/ldp/gplus/original_decrease/20pctres_n10000_alg4_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3246,40fd04b0409aa801db2741c97f3c82414684a5a66d57d65cfd7c50ab2e97738a
data/raw_results/ldp/gplus/original_decrease/5pctres_n10000_alg2_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,1a571e559b4803976a10e065808038b3cdbfe57a126bdfead1f1e6f84bbcc0f1
data/raw_results/ldp/gplus/original_decrease/5pctres_n10000_alg2_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,87677a03790c93e2bed2c4ca265b220f9ce02d56c90ec87a06840352e45dec27
data/raw_results/ldp/gplus/original_decrease/5pctres_n10000_alg3_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,95a68509e07325fcf5fa317a45f0c3a88c74710c000fda3625c48f49f916f17f
data/raw_results/ldp/gplus/original_decrease/5pctres_n10000_alg3_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,3234540c605a506c60f1efdf9aa29769cb5fb61306d1b2f0a7da7c3cc78bcf5a
data/raw_results/ldp/gplus/original_decrease/5pctres_n10000_alg4_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,1a374ae08591e60845a9ec671868ebec82e69e9f972195d2da2dcc0765dfcd99
data/raw_results/ldp/gplus/original_decrease/5pctres_n10000_alg4_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,9c554fc5564d2856d40c693a27047db2686cc4b8c7e43709fe7ed6c7be2be657
data/raw_results/ldp/gplus/post_rr_decrease/10pctres_n10000_alg2_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,bf56c1fe27b3c25e72ea779e35d943a9ea9787f54a80cdefca92527a2ea32ef7
data/raw_results/ldp/gplus/post_rr_decrease/10pctres_n10000_alg2_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,1b0043bba17da2120d84cff12bf5b15ef0560558dbd019d4ddab02211411e290
data/raw_results/ldp/gplus/post_rr_decrease/10pctres_n10000_alg3_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,4a96cf439fb7d3d2ef65a56971b064ae23724310896941f4819805318f5ba9ef
data/raw_results/ldp/gplus/post_rr_decrease/10pctres_n10000_alg3_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,c96e1f10e15e06121ce5d5c7cbcb0f1b6fca4b632367025f5bed5ca7e2b84d32
data/raw_results/ldp/gplus/post_rr_decrease/10pctres_n10000_alg4_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,46ed215b548f012a887ac33bdde7af77cdcafff5ee13e4e70aa5c4c6ba476771
data/raw_results/ldp/gplus/post_rr_decrease/10pctres_n10000_alg4_eps1_0p001_ns2_cl6_150_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3256,66376a7a898b587a54ab08d7a50ee760f9aeb9f1a4cef32ffb0bc81672c13364
data/raw_results/ldp/gplus/post_rr_decrease/20pctres_n10000_alg2_eps1_0p001_ns0_cl0_ba1_1_itr10_1.csv,schema_09,raw_result_csv,ldp,Gplus,15,24,#tri(true)|#tri(est)|#tri(rel-err)|#tri(l2-loss)|#2st(true)|#2st(est)|#2st(rel-err)|#2st(l2-loss)|#3st(true)|#3st(est)|#3st(rel-err)|#3st(l2-loss)|clst(true)|clst(est)|clst(rel-err)|clst(l2-loss)|sen_tri|sen_2st|sen_3st|eclip_sum|tclip_sum|#eclip|#tclip|max_deg,3290,85a620c84e3360d7b0ea901ad547057a7ce7c1b59660faa1a497e1feb4174055
